"Dulac","Edmund"
"Dumas","Alexandre"
"Dunsany","Lord"
"Durand","John"
"Dyce","Alexander"
"Earle","Alice Morse"
"Ebers","Georg"
"Edgeworth","Maria"
"Einstein","Albert"
"Eliot","Charles William"
"Eliot","George"
"Eliot","T. S."
"Ellis","Edward Sylvester"
"Ellis","Havelock"
"Ellison","Harlan"
"Elwes","R. H. M."
"Elwin","Whitwell"
"Emerson","Alice B."
"Emerson","Ralph Waldo"
"Emshwiller","Ed"
"Engels","Friedrich"
"Epictetus",""
"Equiano","Olaudah"
"Erasmus","Desiderius"
"Erckmann-Chatrian",""
"Euripides",""
"Evans","Lewis"
"Ewing","Juliana Horatia"
"Fabre","Jean-Henri"
"Falconer","W."
"Fansler","Dean Spruill"
"Fenn","George Manville"
"Fielding","Henry"
"Figueiredo","Cândido de"
"Finlay","Virgil"
"Finley","Martha"
"Firebaugh","W. C."
"Fiske","John"
"FitzGerald","Edward"
"Fitzgerald","F. Scott"
"Fitzhugh","Percy Keese"
"Flaubert","Gustave"
"Flaxman","John"
"Fletcher","J. S."
"Fletcher","John"
"Foote","Mary Hallock"
"Ford","H. J."
"Forester","Thomas"
"Forster","E. M."
"Foster","M."
"Fox-Davies","Arthur Charles"
"France","Anatole"
"Francis","Dick"
"Francis","William"
"Franklin","Benjamin"
"Fraser","Claud Lovat"
"Frazer","James George"
"Freas","Kelly"
"Freeman","Mary Eleanor Wilkins"
"Freud","Sigmund"
"Froissart","Jean"
"Frost","A. B."
"Frost","Robert"
"Gaboriau","Emile"
"Gage","George W."
"Gage","Matilda Joslyn"
"Galland","Antoine"
"Galsworthy","John"
"Ganguli","Kisari Mohan"
"Garis","Howard Roger"
"Garnett","Constance"
"Garrett","Randall"
"Gaskell","Elizabeth Cleghorn"
"Gautier","Théophile"
"Gay","John"
"Gerstäcker","Friedrich"
"Gibbon","Edward"
"Giberne","Agnes"
"Gibran","Kahlil"
"Gibson","Charles Dana"
"Gifford","William"
"Giles","Herbert Allen"
"Giles","J. A."
"Giles","Lionel"
"Gilman","Charlotte Perkins"
"Gissing","George"
"Glaspell","Susan"
"Glover","John, librarian of Trinity College, Cambridge"
"Goble","Warwick"
"Goethe","Johann Wolfgang von"
"Gogol","Nikolai Vasilevich"
"Goldfrap","John Henry"
"Goldsmith","Oliver"
"Gorky","Maksim"
"Gorriti","Juana Manuela"
"Gosse","Edmund"
"Gosse","Philip Henry"
"Gourmont","Remy de"
"Goyena","Pedro"
"Graham","George R."
"Graham","J. J."
"Grahame","Kenneth"
"Grant","James"
"Grant","Ulysses S."
"Green","Anna Katharine"
"Greenaway","Kate"
"Grey","Zane"
"Griffis","William Elliot"
"Griffith","J. W."
"Griffith","Ralph T. H."
"Grimm","Jacob"
"Grimm","Wilhelm"
"Grote","George"
"Guerber","H. A."
"Guillemard","Mary F."
"Guizot","François"
"Guthrie","Kenneth Sylvan"
"Gutiérrez","Juan María"
"Haeckel","Ernst"
"Haggard","H. Rider"
"Haldane","R. B. Haldane"
"Hale","Edward Everett"
"Hall","E. Raymond"
"Hall","J. Lesslie"
"Halsey","Francis W."
"Hamilton","Alexander"
"Hamilton","Edmond"
"Hamilton","Hans Claude"
"Hammerton","J. A."
"Hamsun","Knut"
"Hancock","H. Irving"
"Hapgood","Isabel Florence"
"Hardy","G. H."
"Hardy","Thomas"
"Harper","Charles G."
"Harper","Ida Husted"
"Harris","Joel Chandler"
"Harte","Bret"
"Hartley","Florence"
"Harvey","William"
"Hauff","Wilhelm"
"Haussmann","William A."
"Hawthorne","Julian"
"Hawthorne","Nathaniel"
"Hayashi","Kiyotoshi"
"Hazlitt","William Carew"
"Hazlitt","William"
"Hearn","Lafcadio"
"Hegel","Georg Wilhelm Friedrich"
"Heilprin","Louis"
"Heine","Heinrich"
"Hemingway","Ernest"
"Henderson","A. E."
"Henderson","G. F. R."
"Henry","O."
"Henty","G. A."
"Herbert","A. P."
"Herford","Oliver"
"Herodotus",""
"Herzl","Theodor"
"Hesse","Hermann"
"Hichens","Robert"
"Higginson","Thomas Wentworth"
"Hill","Grace Livingston"
"Hills","E. C."
"Hobbes","Thomas"
"Hodgkin","Thomas"
"Hoffmann","E. T. A."
"Hoffmann","Heinrich"
"Hogarth","C. J."
"Holbein","Hans"
"Holmes","Mary Jane"
"Holmes","Oliver Wendell"
"Homer",""
"Honig","Winfried"
"Hoover","Herbert"
"Hoover","Lou Henry"
"Hope","Anthony"
"Hope","Laura Lee"
"Horne","Charles F."
"Hornung","E. W."
"Horrabin","J. F."
"Hotten","John Camden"
"Hough","Emerson"
"Housman","A. E."
"Housman","Laurence"
"Howard","Robert E."
"Howells","William Dean"
"Hubbard","Elbert"
"Hudson","W. H."
"Hugo","Victor"
"Humboldt","Alexander von"
"Hume","David"
"Hume","Fergus"
"Huneker","James"
"Hurlbut","Jesse Lyman"
"Hutton","Edward"
"Huxley","Aldous"
"Huxley","Thomas Henry"
"Huysmans","J.-K."
"Ibsen","Henrik"
"Indrajit","Bhagavanlal"
"Ingersoll","Robert Green"
"Ipsen","Ludvig Sandöe"
"Irving","Washington"
"Jacob","P. L."
"Jacobs","Harriet A."
"Jacobs","Joseph"
"Jacobs","W. W."
"James","G. P. R."
"James","H. R."
"James","Henry"
"James","M. R."
"James","William"
"Jay","John"
"Jefferson","Thomas"
"Jerome","Jerome K."
"Johnson","Rossiter"
"Johnson","Samuel"
"Johnston","Annie F."
"Johnston","Harry"
"Johnston","William"
"Jonson","Ben"
"Josephus","Flavius"
"Jowett","Benjamin"
"Joyce","James"
"Juvenal",""
"Jókai","Mór"
"Kafka","Franz"
"Kant","Immanuel"
"Kean","Charles John"
"Keats","John"
"Keller","Arthur Ignatius"
"Keller","Helen"
"Keltie","John Scott, Sir"
"Kemble","E. W."
"Kemp","J."
"Kennedy","J. M."
"Kingsley","Charles"
"Kingston","William Henry Giles"
"Kipling","Rudyard"
"Kirby","William"
"Kirk","Maria Louise"
"Kleiser","Grenville"
"Knight","William Angus"
"Knox","John"
"Kornbluth","C. M."
"Korolenko","Vladimir Galaktionovich"
"Koteliansky","S. S."
"Krehbiel","Henry Edward"
"Kuprin","A. I."
"La Fontaine","Jean de"
"Lacasa","Pedro"
"Lagerlöf","Selma"
"Laguardia","Cincinato G. B."
"Laguardia","Garibaldi G. B."
"Lamb","Charles"
"Lamb","Mary"
"Lane","Edward William"
"Lane-Poole","Stanley"
"Lang","Andrew"
"Lankester","E. Ray"
"Laozi",""
"Lapsley","Arthur Brooks"
"Lawrence","D. H."
"Lawson","Robert W."
"Le Fanu","Joseph Sheridan"
"Le Queux","William"
"Leacock","Stephen"
"Leadbeater","C. W."
"Lear","Edward"
"Lebert","Marie"
"Leblanc","Maurice"
"Leech","John"
"Legge","James"
"Leiber","Fritz"
"Leino","Eino"
"Leinster","Murray"
"Leland","Charles Godfrey"
"Leonardo","da Vinci"
"Leroux","Gaston"
"Lessing","Gotthold Ephraim"
"Lever","Charles James"
"Levy","Oscar"
"Lewis","Sinclair"
"Lincoln","Abraham"
"Lindsay","Jack"
"Lindsay","Norman"
"Linnell","Bruce R."
"Lipsky","Louis"
"Livy",""
"Locke","John"
"Lodge","Henry Cabot"
"Lofting","Hugh"
"London","Jack"
"Long","Frank Belknap"
"Long","George"
"Long","William J."
"Longfellow","Henry Wadsworth"
"Loti","Pierre"
"Lovecraft","H. P."
"Lowell","James Russell"
"Lucas","E. V."
"Luce","Siméon"
"Lucian","of Samosata"
"Lucilius","Gaius"
"Ludovici","Anthony M."
"Luther","Martin"
"Lynde","Francis"
"Lytton","Edward Bulwer Lytton, Baron"
"López y Planes","Vicente"
"López","Lucio Vicente"
"López","Vicente Fidel"
"Lönnrot","Elias"
"Mabie","Hamilton Wright"
"MacDonald","George"
"MacGregor","Morris J."
"Macaulay","G. C."
"Macaulay","Thomas Babington"
"Machado de Assis",""
"Machen","Arthur"
"Machiavelli","Niccolò"
"Mackay","Charles"
"Mackenzie","Donald A."
"Maclaren","Alexander"
"Maclauchlan","Thomas"
"Macy","John Albert"
"Madison","James"
"Maeterlinck","Maurice"
"Mahan","A. T."
"Malory","Thomas, Sir"
"Mann","Thomas"
"Mansfield","Katherine"
"Mansfield","M. F."
"Maquet","Auguste"
"Aurelius","Marcus"
"Mariano","Patricio"
"Markham","Clements R."
"Marlowe","Christopher"
"Marlowe","Stephen"
"Marriage","Ellen"
"Marriott","W. K."
"Marryat","Frederick"
"Marsh","Arthur Richmond"
"Martin","Eva"
"Marx","Karl"
"Masefield","John"
"Masters","Edgar Lee"
"Matthews","Brander"
"Matull","Kurt"
"Maude","Aylmer"
"Maude","Louise"
"Maugham","W. Somerset"
"Maupassant","Guy de"
"McCutcheon","George Barr"
"McGuffey","William Holmes"
"McGuinn","Roger"
"McManus","Blanche"
"McMaster","Albert Cohn"
"Meade","L. T."
"Mee","Arthur"
"Meiklejohn","J. M. D."
"Melville","Herman"
"Mencken","H. L."
"Meredith","George"
"Merezhkovsky","Dmitry Sergeyevich"
"Merle d'Aubigné","J. H."
"Merrill","Frank T."
"Michelet","Jules"
"Mikszáth","Kálmán"
"Mill","John Stuart"
"Millar","H. R."
"Mille","Pierre"
"Milman","Henry Hart"
"Milne","A. A."
"Milton","John"
"Mitre","Bartolomé"
"Molesworth","Mrs."
"Molière",""
"Montaigne","Michel de"
"Montgomery","L. M."
"Mooney","James"
"Moore","Thomas"
"More","Thomas, Saint"
"Morley","Christopher"
"Morley","Henry"
"Morley","John"
"Morris","Charles"
"Morris","Richard"
"Morris","William"
"Motley","John Lothrop"
"Motteux","Peter Anthony"
"Mudie","H. Bolingbroke"
"Muller","Samuel"
"Murray","Gilbert"
"Musset","Alfred de"
"Mérimée","Prosper"
"Müller","F. Max"
"Napoleon I","Emperor of the French"
"Neill","John R."
"Neilson","William Allan"
"Nesbit","E."
"Neuville","Alphonse Marie de"
"Newman","John Henry"
"Newton","Isaac"
"Nicoll","W. Robertson"
"Nietzsche","Friedrich Wilhelm"
"Nohl","Ludwig"
"Northup","Solomon"
"Norton","Andre"
"O'Brien","Edward J."
"Ogden","C. K."
"Oliphant","Mrs."
"Oman","Charles"
"Khayyam","Omar"
"Oppenheim","E. Phillips"
"Optic","Oliver"
"Orban","Paul"
"Orczy","Emmuska Orczy"
"Ormsby","John"
"Otis","James"
"Ouida",""
"Ovid",""
"Owen","Robert Emmett"
"Paget","Walter"
"Paine","Albert Bigelow"
"Paine","Ralph Delahaye"
"Paine","Thomas"
"Palacio Valdés","Armando"
"Pardo Bazán","Emilia, condesa de"
"Parker","Gilbert"
"Parkman","Francis"
"Parrish","Maxfield"
"Pascal","Blaise"
"Patten","William"
"Paul","Frank R."
"Payne","John"
"Pennell","Joseph"
"Penrose","Margaret"
"Pepys","Samuel"
"Perrault","Charles"
"Persius",""
"Petrarca","Francesco"
"Petronius Arbiter",""
"Pine","Frank Woodworth"
"Piper","H. Beam"
"Plato",""
"Platt","Rutherford Hayes"
"Playfair","Nigel"
"Plotinus",""
"Plutarch",""
"Poblete","Pascual Hicaro"
"Poe","Edgar Allan"
"Polidori","John William"
"Polo","Marco"
"Poole","Edward Stanley"
"Pope","Alexander"
"Porter","Eleanor H."
"Potter","Beatrix"
"Pound","Ezra"
"Project Gutenberg",""
"Proust","Marcel"
"Pu","Songling"
"Pusey","E. B."
"Pushkin","Aleksandr Sergeevich"
"Pyle","Howard"
"Pérez Galdós","Benito"
"Queirós","Eça de"
"Quesada","Louise Charlotte Garstin"
"Quiller-Couch","Arthur"
"Rabelais","François"
"Rackham","Arthur"
"Radcliffe","Ann Ward"
"Raine","William MacLeod"
"Rainey","W."
"Rand","Ayn"
"Randolph","Thomas Jefferson"
"Rangachari","K."
"Rankin","Hugh"
"Raymond","Eric S."
"Raynaud","Gaston"
"Reeve","Arthur B."
"Reeve","Henry"
"Reid","Mayne"
"Relyea","C. M."
"Remy","Alfred"
"Reynolds","Mack"
"Rhead","Louis"
"Rhys","Ernest"
"Richards","Laura Elizabeth Howe"
"Richardson","Samuel"
"Riis","Jacob A."
"Riley","Henry T."
"Riley","James Whitcomb"
"Rilke","Rainer Maria"
"Rinehart","Mary Roberts"
"Rizal","José"
"Roberts","B. H."
"Roberts","Charles G. D."
"Robertson","J. M."
"Robertson","James Alexander"
"Roessler","Erwin W."
"Rogers","Walter S."
"Roget","Peter Mark"
"Rohmer","Sax"
"Rolland","Romain"
"Rom","Svend"
"Ronquillo y Valdez","Carlos"
"Roosevelt","Theodore"
"Rosell","Cayetano"
"Ross","Robert Baldwin"
"Rostand","Edmond"
"Rousseau","Jean-Jacques"
"Rowe","Clarence"
"Rowlandson","Mary White"
"Runkle","Lucia Isabella Gilbert"
"Ruskin","John"
"Russell","Bertrand"
"Russell","E. S."
"Russell","William Clark"
"Rusticiano","da Pisa"
"Sabatini","Rafael"
"Sabin","Edwin L."
"Safford","Mary J."
"Saintsbury","George"
"Saleeby","Najeeb M."
"Salten","Felix"
"Samuel","Horace Barnett"
"Sand","George"
"Santayana","George"
"Sarmiento","Domingo Faustino"
"Sastre","Marcos"
"Saunders","T. Bailey"
"Sayce","A. H."
"Sayers","Dorothy L."
"Schelling","George"
"Schiller","Friedrich"
"Schoenherr","John"
"Schoolcraft","Henry Rowe"
"Schopenhauer","Arthur"
"Schurz","Carl"
"Scott","Cyril"
"Scott","Walter"
"Scott-Moncrieff","C. K."
"Seaman","Owen"
"Sedgwick","Adam"
"Segalá y Estalella","Luis"
"Selby-Bigge","L. A."
"Seltzer","Thomas"
"Selver","Paul"
"Seneca","Lucius Annaeus"
"Seton","Ernest Thompson"
"Seward","A. C."
"Sewell","Anna"
"Shakespeare","William"
"Sharp","R. Farquharson"
"Shaw","Bernard"
"Sheckley","Robert"
"Shelley","Mary"
"Shelley","Percy"
"Shepard","Ernest H."
"Sibbald","James Romanes"
"Sibley","Don"
"Sienkiewicz","Henryk"
"Silverberg","Robert"
"Sinclair","Upton"
"Skeat","Walter W."
"Smiles","Samuel"
"Smith","Adam"
"Smith","E. Boyd"
"Smith","E. E."
"Smith","Evelyn E."
"Smith","Francis Hopkinson"
"Smith","George O."
"Smith","Harry L."
"Smith","Jessie Willcox"
"Smith","Joseph, Jr."
"Smith","Mary Campbell"
"Smith","Nora Archibald"
"Smollett","T."
"Snaith","J. C."
"Snell","Roy J."
"Snorri Sturluson",""
"Sologub","Fyodor"
"Sophocles",""
"Southey","Robert"
"Spence","Lewis"
"Spence","William"
"Spenser","Edmund"
"Spillan","D."
"Spinoza","Benedictus de"
"Spyri","Johanna"
"Stables","Gordon"
"Stacpoole","H. De Vere"
"Standish","Burt L."
"Stanton","Elizabeth Cady"
"Starr","Frederick"
"Steele","Guy L."
"Steele","Richard"
"Stendhal",""
"Stephens","Ann S."
"Sterne","Laurence"
"Stevenson","Burton Egbert"
"Stevenson","Robert Louis"
"Stewart","Aubrey"
"Stockton","Frank R."
"Stoker","Bram"
"Stopes","Marie Carmichael"
"Stowe","Harriet Beecher"
"Strabo",""
"Strang","Herbert"
"Stratemeyer","Edward"
"Stratton-Porter","Gene"
"Strindberg","August"
"Strunk","William"
"Sue","Eugène"
"Suetonius",""
"Sulpicia",""
"Sunzi",""
"Swift","Jonathan"
"Swinburne","Algernon Charles"
"Symonds","John Addington"
"Synge","J. M."
"Tacitus","Cornelius"
"Tagore","Rabindranath"
"Taine","Hippolyte"
"Tarkington","Booth"
"Taylor","Bayard"
"Teixeira de Mattos","Alexander"
"Tenniel","John"
"Tennyson","Alfred Tennyson, Baron"
"Terry","W. E."
"Thackeray","William Makepeace"
"Thomas","Gladys"
"Thomas","à Kempis"
"Thompson","Silvanus P."
"Thomson","Alexander, M.D."
"Thoreau","Henry David"
"Thucydides",""
"Thurston","Edgar"
"Thwaites","Reuben Gold"
"Ticknor","George"
"Tocqueville","Alexis de"
"Tod","James"
"Tolstoy","Leo, graf"
"Topelius","Zacharias"
"Tout","T. F."
"Townsend","F. H."
"Townsend","George Fyler"
"Tracy","Louis"
"Trollope","Anthony"
"Turgenev","Ivan Sergeevich"
"Turpin","Edna Henry Lee"
"Tuttle","W. C."
"Twain","Mark"
"Unamuno","Miguel de"
"Upton","George P."
"Urquhart","Thomas, Sir"
"Vaknin","Samuel"
"Valmiki",""
"Van Dongen","H. R."
"Van Dyke","Henry"
"Vasari","Giorgio"
"Vatsyayana",""
"Vaughan","Robert"
"Vehling","Joseph Dommers"
"Veitch","John"
"Verne","Jules"
"Vernon Jones","V. S."
"Vestal","Herman B."
"Virgil",""
"Vizetelly","Ernest Alfred"
"Voltaire",""
"Von Arnim","Elizabeth"
"Vonnegut","Kurt"
"Vámbéry","Ármin"
"Wagner","Richard"
"Waley","Arthur"
"Wall","Charles Heron"
"Wallace","Alfred Russel"
"Wallace","Edgar"
"Wallace","Grace, Lady"
"Waller","A. R."
"Walpole","Horace"
"Walpole","Hugh"
"Walton","Bryce"
"Walton","O. F., Mrs."
"Ward","Grady"
"Ward","Humphry, Mrs."
"Warner","Charles Dudley"
"Warner","George H."
"Washington","Booker T."
"Wauchope","George Armstrong"
"Webb","Beatrice"
"Webb","Sidney"
"Webster","Jean"
"Webster","John"
"Webster","Noah"
"Weir","Harrison"
"Wells","Carolyn"
"Wells","H. G."
"Wells-Barnett","Ida B."
"Wertenbaker","Thomas Jefferson"
"Wesley","John"
"Westerman","Percy F."
"Weyman","Stanley John"
"Wharton","Edith"
"Wheatley","Henry B."
"Whiston","William"
"White","Stewart Edward"
"Whitman","Walt"
"Whittier","John Greenleaf"
"Widger","David"
"Wiggin","Kate Douglas Smith"
"Wilcox","Ella Wheeler"
"Wilde","Oscar"
"Wilder","Marshall P."
"Williams","George Alfred"
"Williams","Henry Smith"
"Williams","John"
"Williamson","A. M."
"Williamson","C. N."
"Willis","Nathaniel Parker"
"Wilson","Daniel, Sir"
"Wilson","John"
"Windsor","H. H."
"Winter","Milo"
"Wirt","Mildred A."
"Wittgenstein","Ludwig"
"Wodehouse","P. G."
"Wolf","Edwin"
"Wollstonecraft","Mary"
"Wolseley","Garnet Wolseley, Viscount"
"Wood","Henry, Mrs."
"Wood","James, Rev."
"Wood","Stanley L."
"Woolf","Virginia"
"Wordsworth","William"
"Wormeley","Katharine Prescott"
"Wraxall","Lascelles, Sir"
"Wrenn","Charles L."
"Wright","William Aldis"
"Wyeth","N. C."
"Wyllie","David"
"Wyss","Johann David"
"Xenophon",""
"Yeats","W. B."
"Yonge","Charles Duke"
"Yonge","Charlotte M."
"Yule","Henry, Sir"
"Zangwill","Israel"
"Zimmern","Helen"
"Zola","Émile"
"Čapek","Karel"
